domain_id,labels
1dofA03,"0,9,12,19,7,9,16,3,4,6,10,11,14,10,7,8,3,5,0,15,14,0,3,0,19,8,8,0,8,3,17,8,0,9,16,4,3,19,13,8,18,12,17,3,14,9,7,3,2,0,9,15,9,8,9,1"
1vwxp00,"0,8,14,16,8,8,17,5,7,17,5,8,19,5,16,14,19,5,0,15,9,14,8,10,17,8,8,7,3,7,15,13,6,0,8,19,16,1,15,4,1,5,8,16,8,10,8,14,14,0,17,5,7,18,6,1,5,15,1,10,8,16,17,0,5,5,0,18,16,19,11,16,16,15,0,17,16,17,8,15,0,7,14,14,9,8,3,9,8,2,13"
6ff4Y00,"3,1,9,3,8,8,17,2,10,15,8,17,11,9,3,17,7,8,12,18,7,16,8,14,17,16,3,7,9,5,4,3,2,2,17,17,7,3,4,7,4,11,13,9,3,17,8,11,12,2,15,8,10,10,13,7,11,9,16,5,4,9,11,5,8,11,0,14,3,4,10,5,3,9,18,12,9,9,9,15,0,13,3,11,7,0,5,7,12,15,0,4,9,3,9"
4gq1A00,"5,15,10,16,9,15,15,11,13,19,13,9,12,9,11,17,14,12,19,16,16,16,18,1,15,13,15,12,15,1,15,11,9,9,0,7,5,6,2,16,5,7,16,7,19,1,0,15,3,3,13,16,12,5,15,16,5,9,16,9,13,3,9,4,16,7,13,16,5,9,12,16,9,6,9,15,4,15,15,15,1,15,19,15,3,11,9,6,2,5,2,5,11,17,11,15,15,12,17,19,15,9,4,9,0,1,17,1,13,2,11,16,17,14,9,7,7,16,8,11,3,16,7,7,16,13,6,17,9,5,5,8,15,5,6,6,11,4,17,11,2,7,2,7,0,2,17,19,15,0,2,11,14,9,0,3,13,17,7,0,15,17,5,2,2,1,16,9,7,7,18,14,9,16,2,3,5,12,7,9,0,5,19,12,9,15,15,12,5,7,15,17,13,4,14,12,15,11,12,11,13,9,7,17,5,3,14,11,5,11,7,14,7,4,2,18,16,9,11,9,15,0,3,3,11,15,13,16,3,9,17,8,11,12,18,9,9,16,9,11,16,9,12,9,17,11,16,1,6,15,15,5,7,0,15,15,9,0,11,17,14,18,7,5,15,2,5,15,5,7,9,0,10,1,8,15,5,0,18,9,14,18,11,9,4,0,11,11,2,19,11,3,7,15,2,15,16,10,8,9,5,12,8,11,9,9,12,11,17,13,5,7,15,9,4,12,15,9,9,5,0,1,12,6,12,14,19,10,2,19,4,0,16,0,6,15,13,6,5,9,7,13,9,7,11,16,19"
2hr0B03,"16,17,0,17,14,16,9,2,12"
1o75A04,"12,8,19,3,5,11,7,2,7,5,9,8,5,8,17,9,16,7,5,5,0,2,0,3,16,9,10,2,0,0,17,2,17,4,0,2,5,13,12,8,9,17,15,2,13,0,17,15,9,5,13,11,17,9,15,0,2,4,16,12,5,16,3,19,16,17,3,17,14,4,8,3,4,5,15,17,14,0,8,17,17,0"
1vw4700,"0,12,7,4,12,8,9,3,2,17,8,10,6,3,9,7,5,11,11,11,4,5,8,8,16,19,19,17,3,14,15,14,16,5,11,9,12,17,19,15,0,19,8,11,5,5,11,8,7,7,16,3,7,14,8,7,3,5,2,17,7,13,9,14,11,2,9,13,3,13,9,12,4,7,12,8,8,15,18,15,17,17,10,13,15,8,8,7,7,7,8,5,11,0,17,3,0,17,8,14,17,9,16,8,8,4"
1dlwA00,"15,9,4,3,13,9,5,5,13,0,0,17,13,0,17,16,0,13,4,19,0,11,7,13,0,2,0,16,17,0,16,4,4,11,5,7,2,10,12,11,13,16,11,8,16,0,0,4,9,1,0,0,9,5,5,12,11,0,18,16,5,14,11,9,8,3,17,6,0,11,10,5,17,15,11,0,13,4,16,16,17,7,5,6,9,14,15,0,9,16,5,0,5,17,0,0,0,9,17,3,13,16,17,0,17,0,3,16,17,14,5,2,17,17,16,17"
1haeA00,"15,6,9,17,8,1,0,3,8,3,8,16,4,1,17,11,5,5,3,1,4,10,17,8,2,9,15,11,12,15,14,19,9,1,8,1,13,12,5,4,16,5,0,14,1,16,3,11,17,12,10,8,17,13,11,13,3,8,0,3,3,9,19"
1u9lB00,"0,6,0,0,7,2,16,4,16,8,19,9,2,7,2,3,2,4,0,16,17,9,17,3,3,5,4,15,16,9,3,3,9,0,19,17,12,10,8,3,9,9,3,7,3,5,9,2,3,12,16,17,3,0,9,14,3,14,0,8,11,0,9,0,16,7,0,13,0,13"
2e2fA00,"0,17,14,7,5,12,1,2,13,17,1,12,14,7,17,12,3,14,6,3,1,1,14,0,6,5,14,15,5,19,0,19,1,15,5,5,5,10,19,1,11"
1m94A00,"10,7,3,17,17,17,11,2,14,9,5,8,8,17,14,17,8,1,9,0,3,2,15,17,5,2,4,8,8,17,9,15,9,13,7,5,16,13,12,11,8,7,17,9,13,8,5,5,15,17,9,8,2,6,7,15,9,3,2,19,3,17,6,2,13,16,11,9,3,9,19,19,9"
3qq5A02,"5,2,9,7,2,5,5,2,9,17,7,9,17,17,12,7,2,9,5,0,12,8,5,14,9,7,10,12,13,17,6,0,7,14,3,0,9,2,14,3,0,7,0,9,17,17,8,3,14,3,9,14,19,17,10,3,11,7,5,10,8,12,8,9,17,7,16,2,15,13,17,0,10,8,17,0,15,2,17,12,3,2,17,3,9,16,16,4,15,7,17,3,15,14,19,14,5,2,9,0,19,4,17,3,15,17,14,8,7"
1z3xA01,"12,3,4,10,17,16,16,3,12,0,9,0,2,9,13,3,13,9,19,11,5,11,3,8,15,13,9,0,0,10,15,16,9,15,16,0,5,16,3,5,19,6,9,9,13,3,4,9,8,2,15,0,16,4,15,12,12,12,0,12,18,7,14,5,13,0,19,14,9,9,4,6,15,12,3,0,15,17,13,0,4,9,13,13,6,19,12,13,5,17,7,12,9,14,15,2,14,5,17,2,19,13,3,9,0,8,9,9,17,0,3,8,4,3,0,0,2,14,9,16,16,13,8,9,1,3,9,0,5,12,9,0,13,8,14,14,18,9,19,4,16,3,17,3,13,9,12,7,12,2,9,13,16,7,2,13,9,18,9,0"
3tkaA01,"16,16,17,9,9,2,3,0,17,11,5,9,11,7,14,12,2,5,7,19,7,2,5,16,4,5,14,5,5,6,15,14,9,7,9,15,13,9,5,3,3,5,14,9,9,0,7,2,14,2,12,13,0,7,0,17,0,8,16,7,2,2,12,14,4,15,7,7,6,5,12,4,15,0,9,5,3,19,17,0,3,14,2,9,7,5,8,7,2,5,7,9,9,2,9,5,17,15,15,12,13,9,2,2,3,9,3,3,7,3,13,0,9,8,15,15,9,11,17,9,0,12,5,5,14,9,15,7,7,15,4,6,15,9,3,2,14,7,17,8,14,4,10,14,3,11,15,14,5,12,13,17,12,0,5,9,12,10,16,3,3,13,9,8,8,9,5,5,14,13,9,14,0,9,5,8,9,10,12,5,3,3,3,17"
1efdN02,"11,4,15,2,5,8,13,12,9,0,10,0,14,8,15,9,16,3,10,0,2,9,9,11,9,13,15,0,0,3,16,6,9,0,13,19,3,2,4,7,14,15,10,8,12,14,4,17,8,14,5,0,14,12,9,9,9,16,16,9,7,2,12,14,6,10,9,17,4,5,12,11,15,9,4,13,3,7,9,2,3,19,5,7,12,11,0,18,13,5,3,16,11,4,18,5,15,16,0,17,15,7,2,14,9,0,0,19,8,2,17,2,17,9,1,4,2,6,2,11,15,8,2,10,2,0,9,10,0,16,12,9,18,13,0,10,12,4,17,14,0,5,14,4,13,14,17,12,0,17,18,4,19,5,0,16,9,15,0,10,6,4,17,14,17,9,2,11,0,7,5"
7xs0A01,"9,13,17,3,2,9,16,13,3,16,8,14,15,10,14,9,15,2,2,17,13,5,17,9,17,15,13,17,11,3,11,15,12,0,3,13,0,5,4,14,13,5,11,7,7,16,8,7,3,3,17,3,17,8,15,17,0,2,4,11,6,0,9,3,8,19,8,5,8,12,8,14,4,9,17,9,2,9,11,13,5,19,14"
8st7C01,"9,4,13,5,12,13,11,7,15,11,9,9,2,13,7,4,13,6,2,3,13,5,0,19,14,16,9,4,8,3,17,17,14,8,8,2,16,11,14,8,9,16,5,7,8,3,16,15,0,15,3,14,3,12,19,15,7,2,3,16,2,12,3,8,9,8,8,7,4,9,14,9,19,7,15,12,12,8,9,19,7,15,14,11,2,14,7,15,8,3,6,7,8,13,7,9,3,0,19,5,9,13,3,0,0,12,3,3,13,15,19,0,9,9,0,7,15,0,9,4,1,8,19,15,15,15,5,7,4,5,16,3,3,11,15,12,12,3,9,14,14,19,0,1,15,9,9,15,3,17,5,2,10,14,9,3,5,17,15,13,11,3,7,17,2,19,13,11,14,9,14,5,0,8,11,0,4,16,1,16,0,17,9,4,15,16,7,13,8,8,9,13,9,9,6,8,2,13,8,11,9,8,8,7,19,2"
1gmnA01,"19,17,3,5,13,14,8,14,14,11,16,7,6,3,4,8,8,15,0,8,16,16,9,7,8,7,2,12,0,9,8,7,8,16,8,8,17,11,16,0,2,13,1,0,2,14,1,16,14,11,8,5,9,12,4,16,1,8,0,4,17,4,2,8,0,14,8,13,1,9,18,4,12,4,11,15,10,15,15,5,17,8,8,3,4,5,6,3"
7vvaH01,"17,17,7,7,5,15,0,11,7,2,17,0,5,19,15,6,3,15,9,11,19,0,2,15,11,12,5,8,7,8,4,16,12,5,5,17,5,14,11,7,0,13,11,9,0,9,9,5,11,8,0,18,9,9,15,0,17,5,15,2,4,19,5,13,15,9,9,16,13,16,11,13,15,5,17,19,17,2,8,1,9,7,17,12,5,3,11,16,15,15,19,9,15,9,9,2,11,16,5,3,10,9,17,0,7,11,2,10,11,7,15,11,0,7,16,0,3,19,9,0,13,6,14,3,4,7,13,14,0,8,17,7,17,0,2,1"
2imjD01,"16,14,3,15,0,7,3,8,7,14,9,0,3,2,5,18,11,15,14,2,12,3,14,17,15,9,0,19,16,9,2,16,13,18,14,11,14,0,3,4,0,6,11,14,3,3,0,8,0,4,9,16,14,8,18,0,8,3,9,2,19,14,9,7,8,3,9,18,0,4,16,2,11,14,7,0,17,14,19,0,19,3,18,6,2,2,15,5,11,18,4,14,15,19,5,11,3,11,18,3,4,2,3,13,5,9,10,0,14,14,4,0,1,7,11,2,10,12,7,8,0,13,3,14,8,4,6,18,12,9,5,14,14,12,2,2,6,12,5,9,15,3"
2cqpA00,"5,15,15,5,15,15,5,0,15,15,5,8,12,5,12,16,7,7,8,17,13,11,10,12,4,16,17,15,7,2,3,7,9,2,4,4,19,5,19,13,17,7,12,5,15,17,1,9,8,19,11,3,8,5,10,12,16,5,3,0,10,17,0,4,3,15,14,2,3,0,16,0,0,17,7,2,9,11,2,14,12,7,5,15,14,8,17,8,9,17,9,5,15,5,12,15,15,5"
1n67A01,"5,16,2,7,16,11,13,9,16,11,17,16,17,5,7,2,15,5,16,16,17,19,12,6,13,0,5,19,17,8,9,11,19,5,4,15,17,12,11,15,0,17,8,5,2,16,4,8,7,16,17,12,8,3,9,11,9,11,5,17,16,15,16,0,8,17,12,12,7,10,0,5,2,13,17,9,0,11,5,17,7,2,15,2,5,11,17,7,19,16,4,16,2,19,17,11,16,8,2,2,17,8,0,16,9,16,10,12,0,19,7,2,12,3,11,17,8,8,16,5,11,17,16,9,0,16,5,7,5,15,16,16,0,11,8,16,17,9,17,2,19"
2o1bA01,"7,15,11,8,9,0,11,7,12,2,15,19,4,5,8,16,10,5,14,8,7,3,6,5,12,9,12,9,7,11,10,0,17,5,7,12,2,5,12,16,12,13,5,7,7,2,6,4,13,8,0,9,16,7,12,3,11,13,19,2,2,4,9,3,3,13,15,11,17,4,8,16,14,14,2,14,4,3,0,10,9,0,8,0,2,9,12,4,17,6,0,8,5,5,7,19,17,18,9,3,16,12,12,5,19,2,15,3,13,4,3,13,4,9,17,13,3,8,15,7,9,17,0,12,5,8,12,4,5,3,11,5,11,14,19,17,14,7,15,9,0,9,2,2,13,8,9,2,3,0"
1bcpA00,"2,2,12,12,0,16,17,19,14,19,2,15,14,12,12,3,2,17,4,13,11,5,4,16,0,18,5,11,11,2,11,17,9,3,6,9,16,5,14,15,1,13,17,5,15,15,11,15,0,4,17,15,16,15,15,15,14,14,19,16,3,17,19,9,3,6,14,10,13,3,0,17,3,0,3,14,0,5,14,5,16,5,6,4,7,5,19,7,19,3,17,14,0,2,11,11,4,19,5,0,0,15,15,19,4,3,19,17,2,16,19,5,2,11,0,5,14,7,9,0,5,0,9,0,16,19,13,15,3,19,9,0,6,14,14,7,12,12,3,11,7,14,14,17,16,14,17,19,6,11,5,7,16,5,3,16,16,16,16,3,19,15,11,0,14,19,17,15,13,13,16,14,0,11,12,11,12,19,16,15,14,14,15,17,0,15,7,17,5,16,9,17,14,10,0,12,17,17,5,0,1,10,0,14,13,0,3,15,15,3,0,10,0,0,18,15,3,14,0,5,3,0,10,17"
3e4wA01,"10,6,6,6,6,6,6,10,15,5,5,9,16,12,2,13,0,7,2,0,7,14,5,16,5,5,0,13,12,5,1,14,0,9,6,0,8,17,15,15,16,12,3,5,4,7,2,9,9,8,0,10,14,12,5,9,16,16,12,9,14,9,0,16,6,9,9,16,6,12,14,9,9,5,0,9,12,9,9,14,3,0,11,14,12,17,9,14,4,14,16,9,17,19,15,0"
4ielA02,"12,0,3,12,13,0,14,0,14,17,2,13,18,7,2,18,13,5,15,2,9,11,14,15,18,17,5,0,4,9,5,9,17,14,8,15,12,3,6,13,2,12,0,0,7,0,13,15,7,0,5,18,16,8,6,10,13,17,9,11,0,13,9,3,0,16,5,0,4,17,0,5,2,6,4,16,9,0,2,7,12,7,5,9,15,17,11,14,18,4,5,16,12,4,3,6,12,2,4,12,0,0,8,14,19,7,3,14,9,0,16,14,3,5,4,8"
1e6dM01,"0,3,19,13,11,7,4,15,13,17,13,17,14,5,12,0,2,9,5,10,16,3,2,17,11,9,0,11,14,15,5,17,5,12,4,15,16,9,9,5,18,4,5,11,0,13,9,5,12,7,19,9,5,15,9,5,17,9,15,9,4,15,5,9,10,18,4,4,16,7,5,7,18,4,18,19,13,0,5,18,11,12,0,17,4,9,14,2,9,4,4,4,15,9,3,12,12,0,12,3,19,5,9,15,4,0,0,12,9,8,3,5,5,9,4,9,7,0,15,4,4,10,4,17,0,17,18,15,18,18,5,14,16,19,9,14,0,13,0,9,5,10,5"
3hmuB01,"10,15,9,0,16,7,16,11,6,10,12,16,0,3,9,13,0,9,2,0,0,6,6,9,6,12,4,15,0,11,11,0,9,5,3,3,5,16,14,17,7,16,14,0,14,5,17,18,9,11,2,15,3,5,3,3,7,9,2,0,10,0,5,9,18,1,17,11,7,5,19,5,11,7,9,2,6,17,14,11,17,0,0,12,19,9,8,3,8,18,3,0,9,16,2,6,12,9,17,5,3,0,8,7,17,5,10,10,0,15,7,0,9,16,12,11,8,0,15,14,0,8,4,0,15,3,12,5,16,7,5,19,7,1,14,3,14,1,4,0,11,11,9,7,10,14,6,17,5,2,14,10,7,7,15,12,12,9,17,7,16,12,0,3,7,2,3,10,4,17,14,7,14,8,15,9,2,3,0,13,0,3,7,3,8,13,5"
3htkA00,"8,12,4,0,11,16,8,8,16,9,3,11,13,17,3,3,9,16,3,8,1,15,9,8,16,2,3,4,9,8,0,8,3,8,7,11,3,7,4,3,8,9,11,16,7,14,2,3,17,7,8,8,8,11,13,11,3,19,19,14"
1pgw200,"10,9,2,9,8,7,15,13,15,8,7,0,9,12,8,11,16,17,5,5,16,7,9,14,15,2,9,9,0,11,4,9,16,3,5,11,4,14,0,15,17,2,9,13,14,16,6,14,7,8,5,10,7,8,10,17,0,16,17,5,7,12,3,11,16,5,7,0,9,0,1,0,10,11,15,15,7,14,5,14,0,15,15,2,7,19,16,7,1,15,13,2,1,3,9,18,11,12,0,1,16,8,0,10,16,10,15,4,11,12,11,12,1,15,2,0,18,15,9,3,4,9,8,14,16,5,4,6,1,2,7,7,1,17,16,5,18,16,0,16,12,10,13,2,17,13,17,16,7,2,18,4,7,15,15,13,3,1,17,12,14,16,19,1,17,9,11,12,13,11,12,4,17,9,11,14,18,10,5,8,9,16,4,12,13,5,16,15,14,15,17,8,14,10,12,9,15,7,5,5,5,0,5,0,8,15,0,7,9,10,11,10,12,11,0,17,9,15,10,18,14,19,4,17,5,2,9,17,4,3,17,15,8,10,16,15,12,19,7,8,1,16,17,15,4,4,7,0,4,5,11,9,0,2,2,16,7,11,4,3,0,4,12,6,8,9,17,13,4,5,3,7,13,3,8,17,17,9,8,4,15,13,3,3,4,9,16,0,18,15,16,13,17,14,12,0,16,16,9,9,0,2,5,1,12,19,9,19,0,10,17,6,2,15,15,17,15,16,7,12,5,2,4,17,7,5,17,8,9,16,7,7,3,11,10,1,0,19,5,9,11,12,5,7,15,5,15,14,9,9,5"
1dynA00,"10,8,16,15,5,11,13,2,3,7,9,17,7,14,8,5,18,9,16,7,11,11,7,5,7,10,8,5,5,15,8,3,19,18,4,17,9,16,0,3,11,9,15,18,19,8,2,2,3,3,8,3,8,8,19,10,9,15,17,2,11,9,8,9,14,2,17,3,8,5,4,10,15,15,8,6,7,4,0,9,4,11,16,3,13,14,11,17,19,8,2,19,14,13,9,3,9,0,1,3,16,13,3,3,17,2,15,18,8,0,15,4,9"
3v8uA01,"13,5,5,19,5,4,0,10,14,9,8,14,14,11,18,19,12,13,0,8,3,2,3,17,8,9,2,3,15,2,18,3,0,16,5,9,12,2,3,12,8,3,9,12,8,14,13,8,15,17,7,3,8,17,3,16,2,15,2,11,11,7,19,15,15,12,19,9,8,12,15,11,6,13,11,5,11,16,5,11,5,7,11,13,12,8,11,13,0,8,2,19,3,11,4,8,19,17,19,15,5,18,4,19,8,6,0,8,14,3,4,11,9,8,17,3,12,8,15,0,8,11"
1w63Q00,"10,10,14,4,10,9,9,4,15,14,13,5,8,9,14,9,13,8,18,19,9,0,16,15,2,8,3,14,8,8,10,17,14,3,9,10,13,17,17,9,0,14,8,12,8,10,1,15,4,9,3,18,14,2,9,8,17,17,19,8,14,19,0,15,9,19,4,1,1,0,7,3,5,13,2,11,3,9,7,16,9,3,9,7,6,14,19,17,3,9,9,2,8,19,4,5,15,17,1,3,9,2,7,7,4,11,4,3,8,0,19,4,7,9,2,3,4,9,10,5,5,2,17,13,2,16,15,8,8,15,17,9,8,0,7,3,13,0,2,9,9,13,3,3,2,3,15,12"
1edxA00,"10,11,5,16,3,5,12,11,4,19,17,12,4,15,11,8,16,5,17,17,14,15,12,4,3,0,12,13,19,19,9,0,3,12,18,3,4,15,10,9"
2qjgA00,"10,3,9,4,8,2,7,8,11,9,5,8,9,17,14,9,3,14,7,4,11,14,3,15,3,8,16,17,7,17,12,10,2,6,5,17,15,11,5,12,7,8,5,9,7,2,7,14,8,16,17,11,2,17,0,3,5,5,0,11,0,17,9,9,6,8,5,7,17,14,6,5,6,14,5,19,5,8,2,17,5,9,7,7,6,9,15,5,5,16,0,7,15,12,11,12,9,8,8,17,7,17,16,16,17,3,3,0,7,14,10,5,0,2,0,17,15,7,6,17,11,17,5,15,2,3,2,18,3,0,19,14,2,9,5,10,7,0,3,16,1,3,19,18,5,10,12,9,7,0,10,10,19,12,14,5,8,6,7,13,11,3,14,2,12,3,9,17,0,6,0,0,14,9,5,0,3,9,5,0,2,7,17,8,16,15,19,16,5,2,7,2,15,4,14,2,17,17,8,5,1,12,0,12,17,17,17,0,5,5,12,8,16,11,16,2,3,3,4,9,13,10,7,8,2,0,10,3,0,5,0,0,5,17,0,17,5,14,11,7,4,13,6,2,2,17,17,5,7,16,14,0,17,1,8,7,17,6,3,11,0,2,17,3,3,0,9,8,3,7,14,8"
5koxA02,"17,3,16,9,9,0,2,17,14,7,2,17,12,17,3,16,9,16,0,17,17,0,3,17,14,8,16,13,9,14,4,5,0,17,12,0,5,2,5,4,4,14,9,7,17,12,0,13,5,9,15,0,2,14,0,0,12,16,9,2,3,9,8,14,1,9,6,0,16,0,5,16,2,4,5,17,6,15,12,14,18,9,15,14,4,5"
2g80A02,"7,15,4,17,8,3,16,9,4,12,19,4,16,11,8,17,12,13,9,17,13,13,2,16,14,2,15,12,17,15,11,7,9,15,13,4,6,7,2,11,8,3,13,9,13,0,6,7,9,3,9,17,0,8,2,17,8,2,12,7,9,8,13,9,13,5,19,17,18,0,6,5,19,3,15,5,13,7"
2yxlA04,"13,3,3,0,15,0,17,0,15,7,17,9,2,12,8,12,5,3,16,17,17,2,9,0,0,0,12,5,5,8,16,16,6,9,0,3,9,10,8,11,8,5,8,7,19,0,4,2,17,2,8,10,14,10,8,14,9,8,2,4,17,8,14,10,5,7,8,7,17,8,12,9,17,8,2,0,14,8,0,12,3,7,7,5,3,3,17,0,2,8,17,9,9,2,0,12,1,16,15,15,5,16,7,5,8,11,12,3,9,14,18,14,9,14,3,2,8,7,11,3,10,15,13,9,13,14,3,9,9,3,15,0,0,14,9,17,8,12,5,5,14,9,9,19,16,16,1,15,7,4,8,3,3,11,3,8,11,7,14,18,4,9,11,17,6,12,3,4,8,9,17,12,9,8,15,12,19,2,12,5,4,9,3,5,16,10,14,0,18,12,6,14,6,15,16,7,5,4,4,19,0,9,9,3,8"
3bm3A00,"10,17,14,11,9,17,7,2,7,16,8,8,12,16,13,11,7,12,12,16,11,3,7,7,3,3,0,7,16,3,9,11,17,2,3,9,9,2,14,9,4,3,8,2,3,15,5,3,17,7,16,12,15,14,7,0,8,10,9,3,3,8,0,4,3,7,19,8,3,19,3,8,13,17,14,3,0,19,9,15,0,5,19,15,14,3,8,9,3,13,15,4,13,13,0,14,4,15,14,5,5,8,0,4,3,7,7,4,16,8,9,9,11,8,4,5,7,14,19,3,6,2,14,17,7,8,7,19,2,19,7,16,3,5,3,8,12,0,4,7,7,12,15,17,14,16,4,9,11,2,12,15,15,0,7,9,7,16,17,8,14,8,17,14,3,14,18,14,3,0,17,5,3,0,13,7,9,14,11,8,4,5,2,3,7,11,4,18,4,17,5,4,2,3,3,4,16,7,19,15,0,7,0,10,9,2,11,5,7,2,14,17,19,17,7,2,5,14,19,2,15,9,7,3,3,7,8,14,7,15,2,12,11,4,11,3,2,8,19,7,13,8,7,14,14,4,15,2,7,4,2,2,7,7,13,4,9,11,8"
1fmiA00,"0,13,5,12,17,6,9,11,19,14,13,8,5,17,7,2,17,4,9,6,0,18,8,5,19,14,8,4,0,18,5,6,2,3,9,8,12,17,15,14,15,4,15,3,18,4,5,9,5,9,16,9,7,2,0,9,2,16,10,18,7,9,5,9,14,8,3,4,3,3,0,14,8,18,17,15,8,8,9,6,4,3,8,2,17,2,17,11,9,4,3,15,16,7,14,7,9,5,5,9,9,15,0,19,6,9,15,5,2,15,9,4,9,14,8,0,3,2,4,5,11,14,9,10,12,0,4,14,16,12,15,8,7,12,19,15,2,17,11,7,5,16,5,17,0,6,12,12,14,18,16,15,2,15,16,17,0,3,17,16,15,7,13,9,3,4,14,3,9,15,14,9,16,5,2,8,8,4,13,3,0,17,3,8,17,16,13,6,7,6,5,9,15,5,8,8,2,5,9,17,12,10,4,7,11,16,6,15,5,9,4,16,6,9,5,17,4,16,9,5,0,14,0,2,15,19,19,3,19,9,9,8,13,18,7,13,5,5,8,13,3,16,13,9,9,3,2,19,17,3,0,7,3,5,17,14,16,6,9,9,14,6,15,3,12,15,8,9,16,4,17,5,3,9,0,6,5,14,4,15,0,8,10,2,6,9,17,1,4,9,12,5,16,9,0,9,5,17,19,6,5,9,12,0,15,6,10,3,9,0,13,3,9,10,3,16,1,19,13,10,11,14,13,10,3,16,5,9,15,12,3,7,17,6,4,11,9,19,12,13,12,5,14,14,2,17,3,17,8,12,0,2,14,6,11,9,9,14,12,3,16,17,3,15,9,4,19,9,19,14,17,16,5,2,14,8,19,13,2,18,5,18,3,7,9,13,15,4,15,14,4,16,14,17,12,15,5,5,19,15,15,7,11,11,17,13,2,12,13,8,12,3,12,14,2,8,10,3,15,4,4,9,5,3,16,9,8,19,9,4,9,9,4,15,2,2,12,11,9,9,15,9,2,0,19,17,4,11,16,3,0,6,12,9,12,7"
1feuA01,"10,3,19,14,9,8,0,19,19,14,3,5,3,8,12,15,0,9,14,14,0,5,8,9,12,5,9,10,19,11,14,6,9,11,14,8,17,19,17,2,9,17,3,4,2,8,17,4,14,13,0,15,7,6,6,17,7,17,9,3,9,12,2,5,13,15,9,12,16,9,17,14,13,17,11,9,2,8,14,14,14,14,12,3,6,17,2,4,4,17,9"
1ye9A02,"7,17,6,0,14,5,15,0,0,6,5,19,4,13,12,19,8,15,9,15,2,7,16,8,0,2,4,9,15,2,12,11,8,7,16,12,17,4,17,14,4,15,16,17,13,5,5,0,5,15,0,2,16,17,14,2,7,14,5,4,0,16,8,4,19,16,3,3,5,7,4,2,9,17,5,11,11,16,12,7,12,14,15,19,14,16,10,3,5,4,5,7,6,16,4,14,9,7,11,0,3,5,8,0,16,4,17,14,4,6,18,8"
2rbkA02,"0,7,12,13,3,3,17,8,0,10,0,0,4,1,3,8,8,5,17,12,1,7,4,17,3,3,6,11,7,15,17,1,13,12,11,3,10,17,8,8,7,4,19,2,4,9,6,17,11,17,7,12,16,17,15,4,3,3,0,15,11,8,3,17,7,13,10,16,12,4,7,16,3,3,3,3,8,3,17,9,12,15,7,12,16,1,3,7,5,14,18,19,12,0,4,0,2,17,16,0,8"
1nbwA03,"16,10,7,5,6,11,12,13,16,12,5,5,17,5,17,5,17,5,16,16,7,0,9,5,14,9,0,16,9,12,0,0,13,19,0,3,5,18,7,17,9,7,2,2,0,17,2,4,9,2,0,17,18,18,9,11,3,0,9,2,14,5,7,11,17,17,0,0,7,9,8,8,2,2,5,17,9,17,11,11,14,9,14,8,16,9,12,17,17,2,3,17,16,9,9,3,13,17,12,3,5,17,10,0,0,17,3,17,0,0,12,5,13,17,17,14,7,9,15,11,12,19,5,7,0,16,4,4,5,9,15,12,3,3,16,13,0,7,17,12,7,0,14,0,9,7,5,11,14,15,0,17,17,9"
2wpgA01,"10,7,0,15,15,12,7,2,0,0,0,9,14,0,15,17,0,0,0,9,2,12,15,16,0,17,0,16,9,0,14,4,2,16,6,0,12,14,9,9,2,0,9,15,16,9,19,5,2,6,0,2,19,17,16,18,9,12,13,18,9,15,0,9,5,17,17,0,13,0,14,12,0,0,9,14,6,9,2,2,15,14,0,12,5,18,4"
2ynmC03,"10,12,15,15,13,3,3,13,9,9,9,0,5,16,9,0,11,12,17,3,2,14,9,8,16,7,4,11,14,9,5,7,13,8,17,3,15,4,12,12,14,3,15,16,8,9,12,0,7,5,12,5,16,8,17,9,9,0,13,12,19,9,16,2,16,0,14,3,9,8,2,14,5,0,3,7,9,13,0,12,4,12,9,5,17,3,5,15,13,9,18,7,3,0,0,0,11,0,4,8,7,8,8,16,9,17,2,0,16,9,3,12,9,7,16,14,0,6,8,0,9,8,12"
1fvzA00,"10,17,9,9,8,3,19,14,17,7,9,12,17,15,17,2,3,19,13,17,5,13,9,19,15,17,0,3,0,15,8,11,3,16,5,5,5,3,5,17,3,17,9,17,11,3,12,19,3,8,2,2,5,3,8,5,13,19,16,6,8,7,19,6,9,13,15,8,17,12,16,4,17,14,10,9,0,12,3,5,0,9,11,7,6,3,8,0,18,11,0,19,12,19,1,14,16,17,7,16,11,3,19,10,8,3,2,4,9,7,8,7,3,16,18,6,8,12,2,9,5,16,13,3,11,17,6,8,9,3,12,3,0,18,8,6,17,3,17,7,19,7,2,7,0,2,14,15,13,17,9,15,8,2,19,8,0,3,3,2,12,0,8,4,8,15,7,8,16,5,14,5,12,9,5,12,11,18,8,13,3,9,17,11,13,8,2,1,12,19,10,1,0,19,8,9,17,16,17,8,4,8,18,18,5,9,13,11,8,17,3,11,4,7,6,8,13,3,8,14,9,4,16,11,4,6,14,13,9,4,1,18,9,2,8,18,17,2,9,16,10,2,2,7,14,14,10,3,3,3,16,8,14,13,9,2,3,10,14,13,8,2,12,17,8,5,10,16,0"
